date,hour,day_type
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,22,working_day
2020-05-11,23,working_day
2020-05-11,23,working_day
2020-05-12,6,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,7,working_day
2020-05-12,8,working_day
2020-05-12,8,working_day
2020-05-12,8,working_day
2020-05-12,8,working_day
2020-05-12,8,working_day
2020-05-12,9,working_day
2020-05-12,9,working_day
2020-05-12,9,working_day
2020-05-12,9,working_day
2020-05-12,9,working_day
2020-05-12,10,working_day
2020-05-12,10,working_day
2020-05-12,10,working_day
2020-05-12,10,working_day
2020-05-12,10,working_day
2020-05-12,10,working_day
2020-05-12,11,working_day
2020-05-12,11,working_day
2020-05-12,12,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,14,working_day
2020-05-12,15,working_day
2020-05-12,15,working_day
2020-05-12,15,working_day
2020-05-12,15,working_day
2020-05-12,15,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
2020-05-12,16,working_day
